environment_id,date,temperature,precipitation,solar_radiation
2019_Citra,2018-07-13,27.111,0.0,16.639
2019_Citra,2018-07-14,28.613,0.364,15.35
2019_Citra,2018-07-15,26.914,0.0,15.822
2019_Citra,2018-07-16,25.537,3.726,15.892
2019_Citra,2018-07-17,28.378,0.11,16.506
2019_Citra,2018-07-18,27.29,4.995,14.31
2019_Citra,2018-07-19,26.563,3.384,14.732
2019_Citra,2018-07-20,26.193,1.799,15.757
2019_Citra,2018-07-21,27.222,11.373,15.302
2019_Citra,2018-07-22,25.784,0.0,15.899
2019_Citra,2018-07-23,26.995,0.0,14.03
2019_Citra,2018-07-24,26.365,0.054,15.556
2019_Citra,2018-07-25,25.979,0.0,16.238
2019_Citra,2018-07-26,25.749,0.0,15.589
2019_Citra,2018-07-27,25.34,0.0,15.205
2019_Citra,2018-07-28,26.162,0.0,14.941
2019_Citra,2018-07-29,24.477,0.0,14.182
2019_Citra,2018-07-30,23.715,1.894,14.932
2019_Citra,2018-07-31,25.347,1.046,16.26
2019_Citra,2018-08-01,25.204,0.099,14.885
2019_Citra,2018-08-02,24.926,0.0,14.127
2019_Citra,2018-08-03,24.713,0.0,14.545
2019_Citra,2018-08-04,23.976,0.913,15.266
2019_Citra,2018-08-05,24.709,0.0,14.729
2019_Citra,2018-08-06,23.892,2.328,15.632
2019_Citra,2018-08-07,23.391,0.0,15.722
2019_Citra,2018-08-08,23.386,0.307,16.148
2019_Citra,2018-08-09,25.11,0.0,16.751
2019_Citra,2018-08-10,21.968,0.04,16.398
2019_Citra,2018-08-11,23.622,2.034,14.55
2019_Citra,2018-08-12,21.749,0.0,14.669
2019_Citra,2018-08-13,22.881,3.15,15.593
2019_Citra,2018-08-14,22.502,0.0,15.319
2019_Citra,2018-08-15,21.067,3.947,14.74
2019_Citra,2018-08-16,22.938,0.46,15.551
2019_Citra,2018-08-17,22.22,0.0,15.638
2019_Citra,2018-08-18,20.749,0.0,15.565
2019_Citra,2018-08-19,23.011,5.666,16.05
2019_Citra,2018-08-20,23.406,0.0,17.678
2019_Citra,2018-08-21,23.375,0.618,16.837
2019_Citra,2018-08-22,22.402,0.049,19.252
2019_Citra,2018-08-23,22.092,1.268,17.095
2019_Citra,2018-08-24,23.065,0.0,16.783
2019_Citra,2018-08-25,23.304,2.261,17.228
2019_Citra,2018-08-26,22.828,0.079,17.633
2019_Citra,2018-08-27,21.14,0.0,17.966
2019_Citra,2018-08-28,22.033,0.0,19.763
2019_Citra,2018-08-29,22.212,0.0,16.998
2019_Citra,2018-08-30,20.408,0.0,18.859
2019_Citra,2018-08-31,22.235,1.262,18.365
2019_Citra,2018-09-01,23.691,0.0,16.742
2019_Citra,2018-09-02,22.405,1.8,19.24
2019_Citra,2018-09-03,23.1,0.0,19.891
2019_Citra,2018-09-04,22.104,0.0,17.919
2019_Citra,2018-09-05,21.944,0.0,18.918
2019_Citra,2018-09-06,22.36,0.035,17.35
2019_Citra,2018-09-07,21.463,0.551,17.961
2019_Citra,2018-09-08,21.412,0.0,20.41
2019_Citra,2018-09-09,23.271,1.117,19.034
2019_Citra,2018-09-10,23.438,0.0,18.525
2019_Citra,2018-09-11,21.636,0.0,19.993
2019_Citra,2018-09-12,23.299,0.0,19.366
2019_Citra,2018-09-13,22.557,0.209,19.537
2019_Citra,2018-09-14,23.006,2.452,20.861
2019_Citra,2018-09-15,23.217,0.125,19.068
2019_Citra,2018-09-16,23.763,0.0,19.426
2019_Citra,2018-09-17,23.159,0.0,20.581
2019_Citra,2018-09-18,24.35,0.264,21.485
2019_Citra,2018-09-19,23.603,0.0,21.836
2019_Citra,2018-09-20,23.993,3.46,20.008
2019_Citra,2018-09-21,22.969,1.855,21.678
2019_Citra,2018-09-22,25.508,0.0,20.017
2019_Citra,2018-09-23,24.305,0.534,22.679
2019_Citra,2018-09-24,24.65,0.033,19.764
2019_Citra,2018-09-25,22.946,0.0,22.263
2019_Citra,2018-09-26,23.728,0.072,20.307
2019_Citra,2018-09-27,25.533,3.207,22.997
2019_Citra,2018-09-28,24.928,0.0,21.587
2020_Citra,2019-06-01,24.074,4.222,20.95
2020_Citra,2019-06-02,25.274,0.0,22.343
2020_Citra,2019-06-03,25.648,0.075,22.785
2020_Citra,2019-06-04,24.905,2.359,21.411
2020_Citra,2019-06-05,25.151,0.0,20.558
2020_Citra,2019-06-06,25.875,1.943,23.391
2020_Citra,2019-06-07,25.524,0.0,20.426
2020_Citra,2019-06-08,24.532,3.923,20.23
2020_Citra,2019-06-09,25.062,0.0,18.966
2020_Citra,2019-06-10,26.042,0.008,22.069
2020_Citra,2019-06-11,26.964,3.503,21.566
2020_Citra,2019-06-12,27.419,2.4,22.934
2020_Citra,2019-06-13,26.879,0.0,19.038
2020_Citra,2019-06-14,26.61,1.679,21.79
2020_Citra,2019-06-15,27.098,0.0,20.3
2020_Citra,2019-06-16,26.08,0.022,20.927
2020_Citra,2019-06-17,26.599,0.0,18.36
2020_Citra,2019-06-18,26.164,0.0,21.356
2020_Citra,2019-06-19,25.92,0.0,20.55
2020_Citra,2019-06-20,27.275,0.0,19.595
2020_Citra,2019-06-21,27.238,0.0,20.145
2020_Citra,2019-06-22,27.715,1.658,18.596
2020_Citra,2019-06-23,27.67,0.0,18.641
2020_Citra,2019-06-24,27.487,4.529,18.612
2020_Citra,2019-06-25,27.79,0.0,17.074
2020_Citra,2019-06-26,27.356,0.038,19.638
2020_Citra,2019-06-27,27.757,1.612,19.815
2020_Citra,2019-06-28,26.874,0.0,17.768
2020_Citra,2019-06-29,27.771,3.136,18.662
2020_Citra,2019-06-30,28.023,0.78,17.891
2020_Citra,2019-07-01,26.956,2.239,18.328
2020_Citra,2019-07-02,27.529,0.0,17.215
2020_Citra,2019-07-03,26.977,0.0,16.803
2020_Citra,2019-07-04,27.034,0.229,18.583
2020_Citra,2019-07-05,26.526,0.0,17.312
2020_Citra,2019-07-06,28.402,1.684,19.246
2020_Citra,2019-07-07,28.198,0.0,17.119
2020_Citra,2019-07-08,27.723,1.381,15.999
2020_Citra,2019-07-09,28.81,0.0,18.007
2020_Citra,2019-07-10,27.014,0.0,17.269
2020_Citra,2019-07-11,29.515,0.409,17.227
2020_Citra,2019-07-12,26.826,1.964,17.557
2020_Citra,2019-07-13,27.123,1.3,15.584
2020_Citra,2019-07-14,26.505,0.237,15.985
2020_Citra,2019-07-15,27.019,0.0,15.821
2020_Citra,2019-07-16,27.282,0.0,14.588
2020_Citra,2019-07-17,26.408,0.0,15.507
2020_Citra,2019-07-18,27.801,0.0,17.005
2020_Citra,2019-07-19,26.447,0.0,15.81
2020_Citra,2019-07-20,26.342,7.295,14.138
2020_Citra,2019-07-21,25.265,0.0,13.846
2020_Citra,2019-07-22,26.189,0.0,16.992
2020_Citra,2019-07-23,25.605,0.0,15.169
2020_Citra,2019-07-24,25.081,0.0,14.552
2020_Citra,2019-07-25,24.798,0.0,14.873
2020_Citra,2019-07-26,27.406,2.54,13.625
2020_Citra,2019-07-27,24.905,0.0,16.489
2020_Citra,2019-07-28,23.796,6.671,14.644
2020_Citra,2019-07-29,24.247,2.926,16.384
2020_Citra,2019-07-30,24.608,0.277,15.056
2020_Citra,2019-07-31,24.929,0.121,16.43
2020_Citra,2019-08-01,24.779,0.0,15.261
2020_Citra,2019-08-02,24.72,0.0,15.87
2020_Citra,2019-08-03,23.507,0.0,15.756
2020_Citra,2019-08-04,24.141,0.819,15.689
2020_Citra,2019-08-05,23.015,0.003,15.45
2020_Citra,2019-08-06,23.069,0.0,14.914
2020_Citra,2019-08-07,22.683,0.0,17.115
2020_Citra,2019-08-08,22.321,7.333,14.352
2020_Citra,2019-08-09,23.981,3.149,15.331
2020_Citra,2019-08-10,23.543,0.816,15.417
2020_Citra,2019-08-11,23.639,3.302,15.886
2020_Citra,2019-08-12,22.76,0.0,15.143
2020_Citra,2019-08-13,23.225,22.376,15.983
2020_Citra,2019-08-14,21.076,0.0,15.602
2020_Citra,2019-08-15,23.061,0.0,14.297
2020_Citra,2019-08-16,22.404,1.361,16.002
2020_Citra,2019-08-17,22.662,0.003,15.011
2020_Citra,2019-08-18,22.369,0.0,14.502
2020_Citra,2019-08-19,21.186,2.537,16.503
2020_Citra,2019-08-20,20.695,0.0,16.988
2020_Citra,2019-08-21,21.249,1.3,17.165
2020_Citra,2019-08-22,22.203,0.0,17.347
2020_Citra,2019-08-23,22.243,1.99,14.992
2020_Citra,2019-08-24,20.544,0.0,15.712
2020_Citra,2019-08-25,20.809,0.0,19.197
2020_Citra,2019-08-26,20.979,0.0,16.329
2020_Citra,2019-08-27,21.243,5.985,18.142
2020_Citra,2019-08-28,20.419,0.0,16.999
2020_Citra,2019-08-29,20.358,0.0,17.923
2020_Citra,2019-08-30,20.835,0.426,17.367
2020_Citra,2019-08-31,21.565,0.0,18.719
2020_Citra,2019-09-01,20.564,0.0,18.45
2020_Citra,2019-09-02,21.436,0.0,18.021
2020_Citra,2019-09-03,22.404,1.075,17.574
2020_Citra,2019-09-04,20.553,0.0,19.044
2020_Citra,2019-09-05,21.474,0.0,17.714
2020_Citra,2019-09-06,22.511,0.0,19.503
2020_Citra,2019-09-07,21.417,0.0,21.847
2020_Citra,2019-09-08,21.36,0.0,20.712
2020_Citra,2019-09-09,22.825,0.0,20.218
2020_Citra,2019-09-10,21.731,0.0,19.548
2020_Citra,2019-09-11,22.949,0.0,17.825
2020_Citra,2019-09-12,22.504,2.445,18.566
2020_Citra,2019-09-13,21.988,0.0,21.29
2020_Citra,2019-09-14,22.754,0.0,19.332
2020_Citra,2019-09-15,22.741,1.265,19.53
2020_Citra,2019-09-16,23.421,0.275,20.166
2020_Citra,2019-09-17,22.29,1.546,19.365
2020_Citra,2019-09-18,22.891,0.0,19.289
2020_Citra,2019-09-19,22.943,0.0,20.548
2020_Citra,2019-09-20,23.693,0.0,19.781
2020_Citra,2019-09-21,22.452,0.0,20.0
2020_Citra,2019-09-22,24.23,0.0,20.02
2020_Citra,2019-09-23,23.938,1.929,21.376
2020_Citra,2019-09-24,22.662,0.0,20.666
2020_Citra,2019-09-25,24.835,1.469,20.756
2020_Citra,2019-09-26,25.81,0.0,21.56
2020_Citra,2019-09-27,24.98,0.0,20.842
2020_Citra,2019-09-28,25.477,1.76,20.718
2018_Dole,2017-06-01,25.77,0.0,21.888
2018_Dole,2017-06-02,25.275,0.0,22.118
2018_Dole,2017-06-03,25.613,0.0,20.64
2018_Dole,2017-06-04,25.079,0.0,20.997
2018_Dole,2017-06-05,25.17,0.0,21.235
2018_Dole,2017-06-06,26.627,1.621,21.452
2018_Dole,2017-06-07,26.518,0.871,20.72
2018_Dole,2017-06-08,26.675,1.625,20.681
2018_Dole,2017-06-09,26.68,0.0,22.12
2018_Dole,2017-06-10,26.634,0.0,21.883
2018_Dole,2017-06-11,27.292,0.0,21.075
2018_Dole,2017-06-12,27.617,0.43,22.235
2018_Dole,2017-06-13,27.728,0.0,20.041
2018_Dole,2017-06-14,27.043,0.0,21.954
2018_Dole,2017-06-15,28.352,0.0,20.772
2018_Dole,2017-06-16,27.539,0.088,23.392
2018_Dole,2017-06-17,27.971,0.0,18.815
2018_Dole,2017-06-18,27.792,0.162,19.199
2018_Dole,2017-06-19,27.86,0.77,20.182
2018_Dole,2017-06-20,27.163,3.338,20.031
2018_Dole,2017-06-21,28.394,0.0,21.45
2018_Dole,2017-06-22,30.184,0.0,18.694
2018_Dole,2017-06-23,27.676,0.0,20.125
2018_Dole,2017-06-24,28.093,0.0,20.238
2018_Dole,2017-06-25,27.731,0.101,19.632
2018_Dole,2017-06-26,27.743,0.0,17.815
2018_Dole,2017-06-27,29.405,0.0,20.031
2018_Dole,2017-06-28,27.66,0.0,19.699
2018_Dole,2017-06-29,27.84,2.208,18.913
2018_Dole,2017-06-30,26.961,0.0,18.361
2018_Dole,2017-07-01,27.629,0.11,18.226
2018_Dole,2017-07-02,26.864,0.0,17.764
2018_Dole,2017-07-03,28.724,0.86,18.327
2018_Dole,2017-07-04,30.438,3.616,17.562
2018_Dole,2017-07-05,27.876,0.0,16.528
2018_Dole,2017-07-06,26.8,0.0,16.175
2018_Dole,2017-07-07,28.808,0.0,16.321
2018_Dole,2017-07-08,27.454,0.0,17.147
2018_Dole,2017-07-09,29.015,0.0,16.753
2018_Dole,2017-07-10,27.683,2.083,16.853
2018_Dole,2017-07-11,27.328,0.554,17.001
2018_Dole,2017-07-12,27.609,0.0,15.739
2018_Dole,2017-07-13,28.268,0.465,17.702
2018_Dole,2017-07-14,27.385,0.0,15.844
2018_Dole,2017-07-15,27.067,4.973,15.559
2018_Dole,2017-07-16,27.197,0.0,16.361
2018_Dole,2017-07-17,26.225,8.532,13.934
2018_Dole,2017-07-18,27.441,0.92,14.878
2018_Dole,2017-07-19,25.569,0.0,16.554
2018_Dole,2017-07-20,26.514,0.0,13.747
2018_Dole,2017-07-21,27.343,0.0,16.519
2018_Dole,2017-07-22,26.84,5.544,16.838
2018_Dole,2017-07-23,26.928,0.0,14.89
2018_Dole,2017-07-24,26.258,9.709,15.491
2018_Dole,2017-07-25,27.098,0.583,16.266
2018_Dole,2017-07-26,26.751,0.6,14.635
2018_Dole,2017-07-27,26.216,0.0,15.933
2018_Dole,2017-07-28,26.447,0.0,14.366
2018_Dole,2017-07-29,26.149,1.348,14.539
2018_Dole,2017-07-30,25.041,0.0,14.205
2018_Dole,2017-07-31,24.16,12.313,15.343
2018_Dole,2017-08-01,25.415,0.0,16.162
2018_Dole,2017-08-02,25.359,0.0,14.832
2018_Dole,2017-08-03,25.638,2.247,13.766
2018_Dole,2017-08-04,23.862,0.0,13.983
2018_Dole,2017-08-05,23.734,0.0,15.497
2018_Dole,2017-08-06,24.676,0.0,16.991
2018_Dole,2017-08-07,24.103,0.0,15.593
2018_Dole,2017-08-08,22.506,0.331,14.872
2018_Dole,2017-08-09,24.173,0.0,16.093
2018_Dole,2017-08-10,22.253,0.0,15.162
2018_Dole,2017-08-11,22.845,0.0,15.106
2018_Dole,2017-08-12,24.553,0.63,14.614
2018_Dole,2017-08-13,24.807,0.0,17.077
2018_Dole,2017-08-14,22.255,2.513,13.231
2018_Dole,2017-08-15,22.85,0.34,16.677
2018_Dole,2017-08-16,23.04,0.0,15.529
2018_Dole,2017-08-17,24.329,0.363,15.702
2018_Dole,2017-08-18,22.414,0.798,17.929
2018_Dole,2017-08-19,22.338,0.0,15.652
2018_Dole,2017-08-20,23.876,0.0,15.82
2018_Dole,2017-08-21,22.262,2.923,16.508
2018_Dole,2017-08-22,23.072,0.736,17.194
2018_Dole,2017-08-23,21.253,0.14,16.483
2018_Dole,2017-08-24,22.245,3.781,15.499
2018_Dole,2017-08-25,21.01,0.0,16.358
2018_Dole,2017-08-26,21.456,5.701,18.658
2018_Dole,2017-08-27,22.944,1.641,17.605
2018_Dole,2017-08-28,22.212,0.0,18.138
2018_Dole,2017-08-29,21.984,0.0,17.582
2018_Dole,2017-08-30,21.636,0.0,17.341
2018_Dole,2017-08-31,22.063,5.01,19.835
2018_Dole,2017-09-01,22.493,0.0,18.125
2018_Dole,2017-09-02,23.058,1.757,18.026
2018_Dole,2017-09-03,20.201,0.0,19.72
2018_Dole,2017-09-04,21.672,0.0,18.054
2018_Dole,2017-09-05,22.509,1.241,18.332
2018_Dole,2017-09-06,22.355,0.0,19.085
2018_Dole,2017-09-07,22.817,1.658,19.22
2018_Dole,2017-09-08,22.776,0.0,19.622
2018_Dole,2017-09-09,22.393,1.068,21.592
2018_Dole,2017-09-10,22.298,0.0,19.97
2018_Dole,2017-09-11,22.612,1.489,17.385
2018_Dole,2017-09-12,23.823,0.028,20.214
2018_Dole,2017-09-13,22.42,0.0,20.045
2018_Dole,2017-09-14,23.064,0.0,20.165
2018_Dole,2017-09-15,23.375,0.0,20.475
2018_Dole,2017-09-16,24.596,1.36,20.303
2018_Dole,2017-09-17,23.232,1.79,20.374
2018_Dole,2017-09-18,24.368,0.0,21.129
2018_Dole,2017-09-19,24.721,0.0,20.056
2018_Dole,2017-09-20,23.822,0.014,19.725
2018_Dole,2017-09-21,23.846,0.0,23.764
2018_Dole,2017-09-22,23.897,13.472,20.085
2018_Dole,2017-09-23,24.104,0.0,20.953
2018_Dole,2017-09-24,25.142,2.465,19.402
2018_Dole,2017-09-25,24.796,2.873,21.051
2018_Dole,2017-09-26,24.954,0.0,20.03
2018_Dole,2017-09-27,24.021,0.0,20.541
2018_Dole,2017-09-28,24.304,0.0,22.041
2019_Dole,2018-06-01,25.941,3.111,22.284
2019_Dole,2018-06-02,24.226,4.057,19.106
2019_Dole,2018-06-03,27.269,0.0,19.668
2019_Dole,2018-06-04,25.002,3.451,19.016
2019_Dole,2018-06-05,27.333,0.529,19.847
2019_Dole,2018-06-06,27.08,0.0,20.086
2019_Dole,2018-06-07,26.875,2.943,19.239
2019_Dole,2018-06-08,25.877,0.0,20.067
2019_Dole,2018-06-09,26.827,0.0,18.726
2019_Dole,2018-06-10,26.471,0.0,19.655
2019_Dole,2018-06-11,27.009,0.0,21.798
2019_Dole,2018-06-12,26.92,0.375,20.92
2019_Dole,2018-06-13,25.618,0.0,20.615
2019_Dole,2018-06-14,28.271,0.0,19.329
2019_Dole,2018-06-15,27.429,0.0,18.693
2019_Dole,2018-06-16,27.219,0.0,18.982
2019_Dole,2018-06-17,27.267,0.0,19.964
2019_Dole,2018-06-18,28.104,0.0,20.756
2019_Dole,2018-06-19,27.198,1.619,20.666
2019_Dole,2018-06-20,26.198,0.0,20.265
2019_Dole,2018-06-21,28.41,16.736,18.762
2019_Dole,2018-06-22,28.574,0.0,19.387
2019_Dole,2018-06-23,28.067,1.099,18.899
2019_Dole,2018-06-24,27.368,9.597,18.874
2019_Dole,2018-06-25,28.41,0.0,20.964
2019_Dole,2018-06-26,27.212,0.0,17.014
2019_Dole,2018-06-27,27.599,0.729,18.389
2019_Dole,2018-06-28,27.849,0.0,19.681
2019_Dole,2018-06-29,29.145,0.672,16.848
2019_Dole,2018-06-30,28.192,0.0,17.513
2019_Dole,2018-07-01,28.128,0.0,17.471
2019_Dole,2018-07-02,30.046,0.0,17.62
2019_Dole,2018-07-03,28.752,8.246,16.09
2019_Dole,2018-07-04,28.72,0.0,18.126
2019_Dole,2018-07-05,28.125,0.626,18.043
2019_Dole,2018-07-06,27.907,0.808,17.732
2019_Dole,2018-07-07,26.59,0.0,16.203
2019_Dole,2018-07-08,29.062,0.0,17.011
2019_Dole,2018-07-09,28.585,0.0,15.88
2019_Dole,2018-07-10,28.016,0.0,16.305
2019_Dole,2018-07-11,27.974,0.751,18.653
2019_Dole,2018-07-12,28.591,0.0,16.462
2019_Dole,2018-07-13,26.669,0.0,15.049
2019_Dole,2018-07-14,27.346,1.189,16.292
2019_Dole,2018-07-15,26.806,7.459,14.641
2019_Dole,2018-07-16,29.025,0.0,14.68
2019_Dole,2018-07-17,28.194,3.233,14.729
2019_Dole,2018-07-18,25.612,0.0,15.224
2019_Dole,2018-07-19,26.038,2.192,16.51
2019_Dole,2018-07-20,27.014,0.0,16.062
2019_Dole,2018-07-21,26.608,0.0,15.925
2019_Dole,2018-07-22,25.788,0.0,14.228
2019_Dole,2018-07-23,28.262,0.033,14.718
2019_Dole,2018-07-24,26.811,2.938,15.471
2019_Dole,2018-07-25,26.793,0.0,14.519
2019_Dole,2018-07-26,25.709,0.104,14.824
2019_Dole,2018-07-27,26.688,4.286,15.507
2019_Dole,2018-07-28,25.651,0.0,14.688
2019_Dole,2018-07-29,25.573,6.533,15.242
2019_Dole,2018-07-30,26.132,0.0,16.597
2019_Dole,2018-07-31,24.183,3.769,14.828
2019_Dole,2018-08-01,26.607,0.0,16.183
2019_Dole,2018-08-02,25.318,0.0,15.576
2019_Dole,2018-08-03,26.041,0.0,13.57
2019_Dole,2018-08-04,24.002,0.0,13.963
2019_Dole,2018-08-05,23.971,0.226,14.269
2019_Dole,2018-08-06,23.629,0.0,14.292
2019_Dole,2018-08-07,24.611,0.0,15.109
2019_Dole,2018-08-08,24.319,0.0,15.874
2019_Dole,2018-08-09,23.753,0.384,16.582
2019_Dole,2018-08-10,23.175,2.282,15.71
2019_Dole,2018-08-11,22.839,0.0,15.038
2019_Dole,2018-08-12,23.684,0.0,13.491
2019_Dole,2018-08-13,23.226,0.0,15.739
2019_Dole,2018-08-14,22.93,0.848,15.796
2019_Dole,2018-08-15,24.602,0.582,16.062
2019_Dole,2018-08-16,23.191,1.157,18.099
2019_Dole,2018-08-17,24.171,9.155,17.353
2019_Dole,2018-08-18,22.632,0.0,17.022
2019_Dole,2018-08-19,23.166,4.054,15.404
2019_Dole,2018-08-20,22.844,0.0,15.987
2019_Dole,2018-08-21,21.455,0.0,16.543
2019_Dole,2018-08-22,23.888,0.0,16.004
2019_Dole,2018-08-23,22.577,0.0,17.425
2019_Dole,2018-08-24,23.23,2.514,17.43
2019_Dole,2018-08-25,21.987,0.0,16.135
2019_Dole,2018-08-26,22.42,1.83,18.573
2019_Dole,2018-08-27,21.829,1.535,17.633
2019_Dole,2018-08-28,23.491,1.934,15.957
2019_Dole,2018-08-29,22.739,10.258,17.792
2019_Dole,2018-08-30,22.78,0.0,18.281
2019_Dole,2018-08-31,23.577,0.0,19.13
2019_Dole,2018-09-01,23.428,0.0,17.976
2019_Dole,2018-09-02,23.135,0.0,19.297
2019_Dole,2018-09-03,21.414,3.526,18.811
2019_Dole,2018-09-04,22.032,0.0,17.461
2019_Dole,2018-09-05,21.83,0.0,17.512
2019_Dole,2018-09-06,23.267,0.0,20.198
2019_Dole,2018-09-07,22.882,0.0,20.416
2019_Dole,2018-09-08,21.701,2.24,19.685
2019_Dole,2018-09-09,22.737,0.0,20.996
2019_Dole,2018-09-10,21.775,4.112,20.691
2019_Dole,2018-09-11,23.016,3.214,20.447
2019_Dole,2018-09-12,21.83,0.012,18.977
2019_Dole,2018-09-13,23.68,0.0,21.739
2019_Dole,2018-09-14,23.667,1.516,20.658
2019_Dole,2018-09-15,25.005,0.0,19.844
2019_Dole,2018-09-16,24.276,0.0,19.663
2019_Dole,2018-09-17,23.384,3.807,20.684
2019_Dole,2018-09-18,24.507,2.318,18.845
2019_Dole,2018-09-19,22.868,0.0,21.298
2019_Dole,2018-09-20,23.354,3.172,19.719
2019_Dole,2018-09-21,24.532,0.0,21.111
2019_Dole,2018-09-22,22.684,0.011,20.279
2019_Dole,2018-09-23,24.529,1.643,20.589
2019_Dole,2018-09-24,23.893,0.0,20.141
2019_Dole,2018-09-25,24.943,0.631,20.773
2019_Dole,2018-09-26,24.155,3.455,22.852
2019_Dole,2018-09-27,25.512,1.121,22.369
2019_Dole,2018-09-28,25.344,1.176,21.35
2020_Dole,2019-06-01,26.163,0.199,19.937
2020_Dole,2019-06-02,26.548,0.0,20.856
2020_Dole,2019-06-03,25.137,0.0,20.008
2020_Dole,2019-06-04,25.895,0.0,21.449
2020_Dole,2019-06-05,24.654,0.575,21.741
2020_Dole,2019-06-06,27.162,0.319,22.375
2020_Dole,2019-06-07,28.066,0.0,21.225
2020_Dole,2019-06-08,26.627,0.0,21.725
2020_Dole,2019-06-09,25.008,0.0,20.443
2020_Dole,2019-06-10,27.336,0.0,20.195
2020_Dole,2019-06-11,26.264,1.133,21.072
2020_Dole,2019-06-12,26.591,0.692,20.13
2020_Dole,2019-06-13,27.752,0.154,20.696
2020_Dole,2019-06-14,27.579,0.0,19.27
2020_Dole,2019-06-15,27.104,0.0,19.348
2020_Dole,2019-06-16,27.089,5.054,20.757
2020_Dole,2019-06-17,27.817,0.0,20.894
2020_Dole,2019-06-18,27.491,3.567,18.902
2020_Dole,2019-06-19,27.027,0.0,20.434
2020_Dole,2019-06-20,27.737,0.0,19.101
2020_Dole,2019-06-21,28.357,0.238,19.517
2020_Dole,2019-06-22,28.018,0.0,20.779
2020_Dole,2019-06-23,27.097,1.697,20.028
2020_Dole,2019-06-24,29.079,0.0,19.871
2020_Dole,2019-06-25,26.149,0.0,20.836
2020_Dole,2019-06-26,28.028,0.0,18.073
2020_Dole,2019-06-27,27.926,0.0,17.638
2020_Dole,2019-06-28,28.569,0.0,17.747
2020_Dole,2019-06-29,28.92,0.0,18.059
2020_Dole,2019-06-30,29.385,7.608,15.802
2020_Dole,2019-07-01,27.917,0.055,17.793
2020_Dole,2019-07-02,28.953,0.0,17.298
2020_Dole,2019-07-03,28.628,0.0,18.47
2020_Dole,2019-07-04,27.081,0.0,17.883
2020_Dole,2019-07-05,29.942,2.177,16.776
2020_Dole,2019-07-06,27.234,0.339,17.814
2020_Dole,2019-07-07,28.676,0.0,17.796
2020_Dole,2019-07-08,28.6,0.0,16.156
2020_Dole,2019-07-09,28.448,0.0,16.287
2020_Dole,2019-07-10,27.765,0.0,14.413
2020_Dole,2019-07-11,28.747,0.0,15.409
2020_Dole,2019-07-12,26.755,4.326,15.624
2020_Dole,2019-07-13,27.862,0.0,16.311
2020_Dole,2019-07-14,27.368,0.0,15.167
2020_Dole,2019-07-15,27.175,0.0,15.479
2020_Dole,2019-07-16,27.952,0.356,14.653
2020_Dole,2019-07-17,28.357,0.0,15.942
2020_Dole,2019-07-18,27.101,0.0,16.094
2020_Dole,2019-07-19,27.875,0.0,15.975
2020_Dole,2019-07-20,27.161,0.04,15.496
2020_Dole,2019-07-21,26.273,0.0,13.861
2020_Dole,2019-07-22,26.643,0.121,14.707
2020_Dole,2019-07-23,26.468,0.0,14.852
2020_Dole,2019-07-24,26.005,0.0,14.796
2020_Dole,2019-07-25,26.757,4.386,15.222
2020_Dole,2019-07-26,26.452,0.542,16.528
2020_Dole,2019-07-27,24.839,0.0,15.878
2020_Dole,2019-07-28,24.635,3.341,14.049
2020_Dole,2019-07-29,26.141,0.0,15.695
2020_Dole,2019-07-30,24.992,0.0,15.644
2020_Dole,2019-07-31,25.729,3.717,14.194
2020_Dole,2019-08-01,25.955,3.004,15.853
2020_Dole,2019-08-02,24.157,0.0,14.856
2020_Dole,2019-08-03,23.889,2.913,13.627
2020_Dole,2019-08-04,26.203,0.0,15.521
2020_Dole,2019-08-05,24.992,0.0,15.319
2020_Dole,2019-08-06,24.225,0.955,14.919
2020_Dole,2019-08-07,23.665,0.0,15.162
2020_Dole,2019-08-08,23.859,0.247,14.54
2020_Dole,2019-08-09,23.173,7.559,15.937
2020_Dole,2019-08-10,24.694,1.243,15.358
2020_Dole,2019-08-11,23.232,0.0,15.65
2020_Dole,2019-08-12,24.599,0.254,15.93
2020_Dole,2019-08-13,23.279,2.34,14.514
2020_Dole,2019-08-14,22.645,3.181,14.876
2020_Dole,2019-08-15,23.025,0.0,13.669
2020_Dole,2019-08-16,21.159,0.0,16.557
2020_Dole,2019-08-17,23.059,0.0,14.9
2020_Dole,2019-08-18,22.924,0.0,16.369
2020_Dole,2019-08-19,23.631,0.0,16.737
2020_Dole,2019-08-20,21.38,0.375,17.102
2020_Dole,2019-08-21,23.744,10.109,15.434
2020_Dole,2019-08-22,23.403,0.0,16.715
2020_Dole,2019-08-23,23.688,0.0,18.595
2020_Dole,2019-08-24,22.592,1.165,18.787
2020_Dole,2019-08-25,23.401,0.0,18.211
2020_Dole,2019-08-26,21.376,0.041,17.714
2020_Dole,2019-08-27,23.095,0.0,16.526
2020_Dole,2019-08-28,21.887,0.0,18.405
2020_Dole,2019-08-29,21.17,0.0,17.685
2020_Dole,2019-08-30,21.588,0.301,18.561
2020_Dole,2019-08-31,22.496,0.0,17.524
2020_Dole,2019-09-01,21.844,4.545,18.141
2020_Dole,2019-09-02,22.825,0.0,18.633
2020_Dole,2019-09-03,21.106,0.0,18.87
2020_Dole,2019-09-04,20.888,1.575,19.27
2020_Dole,2019-09-05,23.732,0.0,18.348
2020_Dole,2019-09-06,23.41,0.0,17.732
2020_Dole,2019-09-07,21.907,0.0,20.845
